kata,df,idf
technopreneur,1,3.2247919564926817
self-sufficiency,1,3.2247919564926817
e-modul,2,2.9237619608287004
xii,2,2.9237619608287004
datamining,1,3.2247919564926817
ud,3,2.747670701773019
selular,1,3.2247919564926817
moving,9,2.2705494470533565
average,7,2.3796939164784248
jilbab,1,3.2247919564926817
zaky,1,3.2247919564926817
double,3,2.747670701773019
exponential,16,2.0206719738367567
kedai,1,3.2247919564926817
triple,4,2.622731965164719
smooting,2,2.9237619608287004
wema,1,3.2247919564926817
ihsg,2,2.9237619608287004
garment,1,3.2247919564926817
stok,2,2.9237619608287004
avarage,2,2.9237619608287004
la,1,3.2247919564926817
tahzan,1,3.2247919564926817
samarinda,2,2.9237619608287004
trend,3,2.747670701773019
adbel,1,3.2247919564926817
handphone,2,2.9237619608287004
john,1,3.2247919564926817
cell,1,3.2247919564926817
muara,1,3.2247919564926817
ancalong,1,3.2247919564926817
tenggarong,1,3.2247919564926817
seberang,1,3.2247919564926817
winter,1,3.2247919564926817
baku,2,2.9237619608287004
cafe,1,3.2247919564926817
series,3,2.747670701773019
grosir,2,2.9237619608287004
roda,1,3.2247919564926817
sengkaling,1,3.2247919564926817
material,1,3.2247919564926817
average-based,1,3.2247919564926817
hari,3,2.747670701773019
susu,1,3.2247919564926817
hamzah,1,3.2247919564926817
farma,2,2.9237619608287004
arima,1,3.2247919564926817
long,1,3.2247919564926817
metiska,1,3.2247919564926817
y,1,3.2247919564926817
square,1,3.2247919564926817
mas,1,3.2247919564926817
ringga,1,3.2247919564926817
pupuk,1,3.2247919564926817
numerik,1,3.2247919564926817
kooefisien-koefisien,1,3.2247919564926817
samar,1,3.2247919564926817
runtun,1,3.2247919564926817
gitar,1,3.2247919564926817
mulus,1,3.2247919564926817
amanah,1,3.2247919564926817
mart,1,3.2247919564926817
dapat,1,3.2247919564926817
forecast,1,3.2247919564926817
kubis,1,3.2247919564926817
tas,1,3.2247919564926817
firdaus,1,3.2247919564926817
bag,1,3.2247919564926817
departemen,3,2.747670701773019
scada,1,3.2247919564926817
inferensi,1,3.2247919564926817
trafo,1,3.2247919564926817
gardu,1,3.2247919564926817
multi-objective,2,2.9237619608287004
ratio,2,2.9237619608287004
moora,2,2.9237619608287004
honorer,1,3.2247919564926817
promethee,4,2.622731965164719
ekstrakurikuler,2,2.9237619608287004
saw,8,2.321701969500738
beasiswa,8,2.321701969500738
laptop,2,2.9237619608287004
multiple,5,2.5258219521566625
attribute,3,2.747670701773019
making,3,2.747670701773019
pkh,1,3.2247919564926817
additive,10,2.2247919564926817
weighting,10,2.2247919564926817
naik,4,2.622731965164719
jabat,8,2.321701969500738
gap,2,2.9237619608287004
raport,1,3.2247919564926817
tidak,1,3.2247919564926817
golong,1,3.2247919564926817
8,1,3.2247919564926817
seluma,1,3.2247919564926817
beras,1,3.2247919564926817
preference,1,3.2247919564926817
by,1,3.2247919564926817
ideal,1,3.2247919564926817
solution,1,3.2247919564926817
janabadra,2,2.9237619608287004
heirarchy,1,3.2247919564926817
paud,1,3.2247919564926817
smarter,1,3.2247919564926817
strukturalkaryawan,1,3.2247919564926817
ibi,2,2.9237619608287004
darmajaya,2,2.9237619608287004
urus,1,3.2247919564926817
weight,1,3.2247919564926817
product,4,2.622731965164719
pasok,1,3.2247919564926817
musik,2,2.9237619608287004
studio,1,3.2247919564926817
tools,1,3.2247919564926817
edi,1,3.2247919564926817
topsis,5,2.5258219521566625
notebook,1,3.2247919564926817
karir,1,3.2247919564926817
class,1,3.2247919564926817
dengna,1,3.2247919564926817
jurnalis,1,3.2247919564926817
ahp-topsis,1,3.2247919564926817
harga,1,3.2247919564926817
adiwiyata,1,3.2247919564926817
pelalawan,2,2.9237619608287004
inap,1,3.2247919564926817
komponen,2,2.9237619608287004
pandu,1,3.2247919564926817
kategori,1,3.2247919564926817
ahli,3,2.747670701773019
going-concern,1,3.2247919564926817
uncertainty,1,3.2247919564926817
auditing,1,3.2247919564926817
criteria,1,3.2247919564926817
utility,1,3.2247919564926817
assessment,1,3.2247919564926817
prioritas,3,2.747670701773019
meubel,1,3.2247919564926817
kemas,2,2.9237619608287004
maria,1,3.2247919564926817
goretti,1,3.2247919564926817
mudah,2,2.9237619608287004
seluler,1,3.2247919564926817
pamella,1,3.2247919564926817
buka,1,3.2247919564926817
cabang,2,2.9237619608287004
variasi,1,3.2247919564926817
kelai,1,3.2247919564926817
spk2t,1,3.2247919564926817
sgd,2,2.9237619608287004
osis,2,2.9237619608287004
mts,2,2.9237619608287004
al-ikhlas,1,3.2247919564926817
sugeno,1,3.2247919564926817
menganalisa,1,3.2247919564926817
identity,1,3.2247919564926817
disorder,1,3.2247919564926817
keputusanpengembangan,1,3.2247919564926817
parung,1,3.2247919564926817
wp,1,3.2247919564926817
balai,3,2.747670701773019
sembawa,1,3.2247919564926817
rad,3,2.747670701773019
lbs,1,3.2247919564926817
koordinat,1,3.2247919564926817
ii,2,2.9237619608287004
vikor,2,2.9237619608287004
angkat,1,3.2247919564926817
ayn,1,3.2247919564926817
tinggal,1,3.2247919564926817
sawstudi,1,3.2247919564926817
cermat,1,3.2247919564926817
electre,1,3.2247919564926817
hieararchy,1,3.2247919564926817
capella,1,3.2247919564926817
dinamik,1,3.2247919564926817
otomotif,1,3.2247919564926817
dss,1,3.2247919564926817
cukup,1,3.2247919564926817
kurowo,1,3.2247919564926817
bambu,2,2.9237619608287004
dusun,1,3.2247919564926817
brajan,1,3.2247919564926817
gamifikasi,4,2.622731965164719
lms,2,2.9237619608287004
delone,2,2.9237619608287004
mclean,2,2.9237619608287004
internal,1,3.2247919564926817
logistics,1,3.2247919564926817
ekspedisi,1,3.2247919564926817
akuntabilitas,1,3.2247919564926817
diagram,2,2.9237619608287004
uml,2,2.9237619608287004
bayar,3,2.747670701773019
tunai,2,2.9237619608287004
fashion,1,3.2247919564926817
omah,1,3.2247919564926817
deskriptif,1,3.2247919564926817
underwear,1,3.2247919564926817
front,2,2.9237619608287004
office,2,2.9237619608287004
gunung,4,2.622731965164719
djati,2,2.9237619608287004
mikro,1,3.2247919564926817
umkm,1,3.2247919564926817
27001,1,3.2247919564926817
smki,1,3.2247919564926817
uika-bogor,1,3.2247919564926817
b2b,1,3.2247919564926817
bpmn,1,3.2247919564926817
niaga,1,3.2247919564926817
furniture,2,2.9237619608287004
ucd,2,2.9237619608287004
centered,4,2.622731965164719
putri,2,2.9237619608287004
intan,2,2.9237619608287004
shop,3,2.747670701773019
tani-cirebon,1,3.2247919564926817
stasiun,1,3.2247919564926817
piranti,1,3.2247919564926817
align,1,3.2247919564926817
organise,1,3.2247919564926817
apo,1,3.2247919564926817
monitor,1,3.2247919564926817
evaluate,1,3.2247919564926817
assess,1,3.2247919564926817
mea,1,3.2247919564926817
praktik,3,2.747670701773019
unesa,1,3.2247919564926817
konseptual,1,3.2247919564926817
simlog-pb,1,3.2247919564926817
ajax,1,3.2247919564926817
lancar,1,3.2247919564926817
abadi,2,2.9237619608287004
univeritas,1,3.2247919564926817
cadang,1,3.2247919564926817
hasjrat,1,3.2247919564926817
sudirman,1,3.2247919564926817
simrs,1,3.2247919564926817
brebes,1,3.2247919564926817
sirs,1,3.2247919564926817
simase,1,3.2247919564926817
accessories,1,3.2247919564926817
mujahidah,1,3.2247919564926817
cool,1,3.2247919564926817
e-bisnis,2,2.9237619608287004
pkbm,2,2.9237619608287004
paja,2,2.9237619608287004
masakan,2,2.9237619608287004
kutabumi,2,2.9237619608287004
ekspektasi,1,3.2247919564926817
faktor,2,2.9237619608287004
m-learning,1,3.2247919564926817
sertifikat,1,3.2247919564926817
relationship,49,1.5345958764641678
po,2,2.9237619608287004
chelsy,2,2.9237619608287004
crm,20,1.9237619608287002
websitepada,1,3.2247919564926817
toyoriz,1,3.2247919564926817
busindo,1,3.2247919564926817
metodologi,1,3.2247919564926817
institusi,2,2.9237619608287004
animha,1,3.2247919564926817
nusa,1,3.2247919564926817
medika,1,3.2247919564926817
meritjan,1,3.2247919564926817
natur,1,3.2247919564926817
salon,1,3.2247919564926817
spa,1,3.2247919564926817
bebiluck,1,3.2247919564926817
kerudung,1,3.2247919564926817
nuri,1,3.2247919564926817
collection,1,3.2247919564926817
loyalitas,4,2.622731965164719
olahraga,2,2.9237619608287004
puasa,2,2.9237619608287004
rs,2,2.9237619608287004
cicendo,1,3.2247919564926817
e-crm,1,3.2247919564926817
dynamic,5,2.5258219521566625
reservation,1,3.2247919564926817
duta,1,3.2247919564926817
insani,1,3.2247919564926817
keluh,2,2.9237619608287004
bungsu,1,3.2247919564926817
managementdalam,1,3.2247919564926817
lihat,1,3.2247919564926817
marketplace,1,3.2247919564926817
baju,1,3.2247919564926817
ladya,1,3.2247919564926817
selling,2,2.9237619608287004
butik,1,3.2247919564926817
ezpresso,1,3.2247919564926817
customers,1,3.2247919564926817
outlet,1,3.2247919564926817
gorden,1,3.2247919564926817
indah,1,3.2247919564926817
php,3,2.747670701773019
pick,1,3.2247919564926817
up,1,3.2247919564926817
nobirencar,1,3.2247919564926817
apotik,1,3.2247919564926817
wira,1,3.2247919564926817
prima,1,3.2247919564926817
relatonship,1,3.2247919564926817
telenursing,1,3.2247919564926817
literature,1,3.2247919564926817
yt,1,3.2247919564926817
wall,1,3.2247919564926817
interior,1,3.2247919564926817
menggunakanframework,1,3.2247919564926817
outdoor,1,3.2247919564926817
lunas,1,3.2247919564926817
pasien-berbasis,1,3.2247919564926817
obstetri,1,3.2247919564926817
ginekologi,1,3.2247919564926817
fkui-rscm,1,3.2247919564926817
pxp,1,3.2247919564926817
tour,4,2.622731965164719
travel,2,2.9237619608287004
muaratour,1,3.2247919564926817
georgette,1,3.2247919564926817
tokofarah,1,3.2247919564926817
proces,1,3.2247919564926817
transition,1,3.2247919564926817
proyek,1,3.2247919564926817
ubah,1,3.2247919564926817
kano,1,3.2247919564926817
beberapa,1,3.2247919564926817
wan,1,3.2247919564926817
rafalsindo,1,3.2247919564926817
multi-path,1,3.2247919564926817
dmpo,1,3.2247919564926817
abdi,1,3.2247919564926817
kepada,1,3.2247919564926817
kerjasama,1,3.2247919564926817
e-service,1,3.2247919564926817
ria,1,3.2247919564926817
kencana,1,3.2247919564926817
ungu,1,3.2247919564926817
rku,1,3.2247919564926817
operational,1,3.2247919564926817
keripik,1,3.2247919564926817
bu,1,3.2247919564926817
sayom,1,3.2247919564926817
e-enrollment,1,3.2247919564926817
menu,1,3.2247919564926817
ibu,1,3.2247919564926817
salin,1,3.2247919564926817
hermina,1,3.2247919564926817
tangkubanprahu,1,3.2247919564926817
calendar,1,3.2247919564926817
-modul,1,3.2247919564926817
bal,4,2.622731965164719
lamappapoleonro,2,2.9237619608287004
miniatur,1,3.2247919564926817
madam,1,3.2247919564926817
pra,1,3.2247919564926817
evakuasi,1,3.2247919564926817
wifi,1,3.2247919564926817
pustikom,1,3.2247919564926817
free,1,3.2247919564926817
moodle,1,3.2247919564926817
vicon,1,3.2247919564926817
motivasi,2,2.9237619608287004
mutu,2,2.9237619608287004
dekstop,3,2.747670701773019
implikasi,2,2.9237619608287004
security,1,3.2247919564926817
siem,1,3.2247919564926817
seluruh,1,3.2247919564926817
hypertext,1,3.2247919564926817
prepocessor,1,3.2247919564926817
persepsi,1,3.2247919564926817
discovery,1,3.2247919564926817
6,1,3.2247919564926817
smartphoneterhadap,1,3.2247919564926817
tidur,1,3.2247919564926817
sigli,2,2.9237619608287004
pidie,1,3.2247919564926817
pratikum,1,3.2247919564926817
gerak,2,2.9237619608287004
tumpang,1,3.2247919564926817
efektif,2,2.9237619608287004
efisien,1,3.2247919564926817
propinsi,1,3.2247919564926817
kepulaun,1,3.2247919564926817
student,1,3.2247919564926817
scl,1,3.2247919564926817
kristen,2,2.9237619608287004
hidup,3,2.747670701773019
piutang,1,3.2247919564926817
arus,1,3.2247919564926817
kas,1,3.2247919564926817
ontologi,1,3.2247919564926817
blended,3,2.747670701773019
midtrans,1,3.2247919564926817
ipanda,1,3.2247919564926817
wabula,1,3.2247919564926817
edmodo,1,3.2247919564926817
semester,2,2.9237619608287004
banjar,1,3.2247919564926817
matakuliah,3,2.747670701773019
kurikulum,3,2.747670701773019
ganesha,1,3.2247919564926817
telaah,1,3.2247919564926817
pisa,1,3.2247919564926817
2021,1,3.2247919564926817
computational,30,1.747670701773019
alice,1,3.2247919564926817
d4,1,3.2247919564926817
unpar,1,3.2247919564926817
steam,1,3.2247919564926817
robotika,4,2.622731965164719
sederhana,1,3.2247919564926817
se-kecamatan,1,3.2247919564926817
wirobrajan,1,3.2247919564926817
kolb,1,3.2247919564926817
rps,1,3.2247919564926817
balanced,1,3.2247919564926817
scorecard,1,3.2247919564926817
n,4,2.622731965164719
01,1,3.2247919564926817
sei,1,3.2247919564926817
kijang,1,3.2247919564926817
flipbook,1,3.2247919564926817
gerbang,1,3.2247919564926817
livewire,1,3.2247919564926817
logis,3,2.747670701773019
vokasional,1,3.2247919564926817
gali,1,3.2247919564926817
alam,3,2.747670701773019
bi-national,1,3.2247919564926817
jiran,1,3.2247919564926817
hingga,1,3.2247919564926817
smp-smk,1,3.2247919564926817
bebras,9,2.2705494470533565
scratch,1,3.2247919564926817
kidul,1,3.2247919564926817
biro,1,3.2247919564926817
maranatha,1,3.2247919564926817
2017-2018,1,3.2247919564926817
edukasi,30,1.747670701773019
generalization,1,3.2247919564926817
abstraction,1,3.2247919564926817
mi,1,3.2247919564926817
nurul,1,3.2247919564926817
sekarbela,1,3.2247919564926817
teluk,1,3.2247919564926817
banjarmasin,1,3.2247919564926817
tembalang,1,3.2247919564926817
komputasional,3,2.747670701773019
2016,1,3.2247919564926817
pandai,1,3.2247919564926817
tsanawiyah,2,2.9237619608287004
society,1,3.2247919564926817
50,1,3.2247919564926817
gorlids,1,3.2247919564926817
kids,1,3.2247919564926817
4-6,1,3.2247919564926817
solving,2,2.9237619608287004
kritis,2,2.9237619608287004
depan,1,3.2247919564926817
garut,1,3.2247919564926817
multiplatform,1,3.2247919564926817
scirra,1,3.2247919564926817
construct,2,2.9237619608287004
lomba,1,3.2247919564926817
se-bantul,1,3.2247919564926817
aceh,2,2.9237619608287004
kognitif,1,3.2247919564926817
challenge,3,2.747670701773019
skill,1,3.2247919564926817
cts,1,3.2247919564926817
banda,1,3.2247919564926817
siswa-siswi,1,3.2247919564926817
7,3,2.747670701773019
graf,1,3.2247919564926817
matematik,1,3.2247919564926817
kooperatif,1,3.2247919564926817
stad,1,3.2247919564926817
combinatorial,1,3.2247919564926817
2019,1,3.2247919564926817
kuta,1,3.2247919564926817
badung,1,3.2247919564926817
terampil,1,3.2247919564926817
literatur,1,3.2247919564926817
otomata,1,3.2247919564926817
nama,1,3.2247919564926817
hewan,5,2.5258219521566625
macromedia,1,3.2247919564926817
flash,6,2.446640706109038
muncang,1,3.2247919564926817
peristiwa,2,2.9237619608287004
permesta,1,3.2247919564926817
jelajah,2,2.9237619608287004
ragam,1,3.2247919564926817
kisah,1,3.2247919564926817
panji,1,3.2247919564926817
lem,1,3.2247919564926817
serious,2,2.9237619608287004
angklek,1,3.2247919564926817
bilomatika,1,3.2247919564926817
3d,5,2.5258219521566625
unity3d,1,3.2247919564926817
engine,5,2.5258219521566625
unsrat,1,3.2247919564926817
unity,4,2.622731965164719
sulawesi,3,2.747670701773019
dodorobe,1,3.2247919564926817
banten,1,3.2247919564926817
shorinji,1,3.2247919564926817
kempo,1,3.2247919564926817
nihongo,1,3.2247919564926817
benkyou,1,3.2247919564926817
pupuh,1,3.2247919564926817
walisongo,1,3.2247919564926817
herbalist,1,3.2247919564926817
adobe,4,2.622731965164719
professional,1,3.2247919564926817
cs5,1,3.2247919564926817
biologi,4,2.622731965164719
vii,1,3.2247919564926817
15,1,3.2247919564926817
tutorial,2,2.9237619608287004
jegog,2,2.9237619608287004
lubdhaka,1,3.2247919564926817
maze,1,3.2247919564926817
island,1,3.2247919564926817
edukatif,1,3.2247919564926817
usah,1,3.2247919564926817
waris,1,3.2247919564926817
12-15,1,3.2247919564926817
perang,1,3.2247919564926817
tondano,1,3.2247919564926817
person,1,3.2247919564926817
shooter,2,2.9237619608287004
merdeka,1,3.2247919564926817
februari,1,3.2247919564926817
1946,1,3.2247919564926817
satua,1,3.2247919564926817
pan,1,3.2247919564926817
cubling,1,3.2247919564926817
volly,1,3.2247919564926817
greedy,1,3.2247919564926817
pearls,1,3.2247919564926817
theory,1,3.2247919564926817
acceptance,1,3.2247919564926817
purba,1,3.2247919564926817
benda,1,3.2247919564926817
scoring,1,3.2247919564926817
timing,1,3.2247919564926817
cookurubukan,1,3.2247919564926817
biak,1,3.2247919564926817
mechanics,1,3.2247919564926817
dynamics,1,3.2247919564926817
aesthetics,1,3.2247919564926817
mda,1,3.2247919564926817
role,1,3.2247919564926817
playing,1,3.2247919564926817
jombang,1,3.2247919564926817
makhluk,1,3.2247919564926817
reptilia,1,3.2247919564926817
xi,4,2.622731965164719
role-playing,1,3.2247919564926817
maker,1,3.2247919564926817
mv,1,3.2247919564926817
storyboard,1,3.2247919564926817
cerita,2,2.9237619608287004
rakyat,1,3.2247919564926817
lara,1,3.2247919564926817
labrin,1,3.2247919564926817
akhlak,1,3.2247919564926817
motorik,1,3.2247919564926817
skrisi,1,3.2247919564926817
subnetting,1,3.2247919564926817
ipv4,1,3.2247919564926817
origami,1,3.2247919564926817
addie,1,3.2247919564926817
statistika,1,3.2247919564926817
spss,1,3.2247919564926817
komik,1,3.2247919564926817
hadist,1,3.2247919564926817
morse,1,3.2247919564926817
semaphore,1,3.2247919564926817
budi,1,3.2247919564926817
agung,1,3.2247919564926817
hangeul,1,3.2247919564926817
eve-ng,1,3.2247919564926817
project,3,2.747670701773019
rangkai,1,3.2247919564926817
elektronika,2,2.9237619608287004
balon,1,3.2247919564926817
unhasy,1,3.2247919564926817
mura,1,3.2247919564926817
finate,1,3.2247919564926817
automata,1,3.2247919564926817
indie,1,3.2247919564926817
komersial,1,3.2247919564926817
aku,1,3.2247919564926817
cinta,1,3.2247919564926817
matrik,1,3.2247919564926817
memori,1,3.2247919564926817
lacak,1,3.2247919564926817
tutoring,1,3.2247919564926817
produktif,1,3.2247919564926817
jeneponto,1,3.2247919564926817
teknik-universitas,1,3.2247919564926817
icare,1,3.2247919564926817
mm2,1,3.2247919564926817
klungkung,1,3.2247919564926817
vedc,1,3.2247919564926817
practice-rehearsal,1,3.2247919564926817
pairs,1,3.2247919564926817
pasang,1,3.2247919564926817
diklat,1,3.2247919564926817
hopfield,1,3.2247919564926817
coreldraw,1,3.2247919564926817
himpun,1,3.2247919564926817
pre-questioning,1,3.2247919564926817
tari,2,2.9237619608287004
aktivitas,1,3.2247919564926817
mpls-vpn,1,3.2247919564926817
sigil,1,3.2247919564926817
videografi,1,3.2247919564926817
cs6,1,3.2247919564926817
semu,1,3.2247919564926817
unilak,1,3.2247919564926817
kode,1,3.2247919564926817
bantul,1,3.2247919564926817
pjbl,1,3.2247919564926817
kreativitas,1,3.2247919564926817
pokok,1,3.2247919564926817
bahas,2,2.9237619608287004
fitness,1,3.2247919564926817
mula,1,3.2247919564926817
sop,1,3.2247919564926817
santo,1,3.2247919564926817
thomas,1,3.2247919564926817
autodesk,1,3.2247919564926817
3ds,1,3.2247919564926817
max,1,3.2247919564926817
ipa,2,2.9237619608287004
aktif,1,3.2247919564926817
appypie,1,3.2247919564926817
semster,1,3.2247919564926817
ganjil,1,3.2247919564926817
taruna,1,3.2247919564926817
dreamweaver,1,3.2247919564926817
pasundan,1,3.2247919564926817
near,1,3.2247919564926817
field,1,3.2247919564926817
communication,2,2.9237619608287004
adat,3,2.747670701773019
tountemboan,1,3.2247919564926817
organ,1,3.2247919564926817
damping,1,3.2247919564926817
master-plan,1,3.2247919564926817
lumajang,1,3.2247919564926817
palette,1,3.2247919564926817
dominan,1,3.2247919564926817
kertas,1,3.2247919564926817
tuna,1,3.2247919564926817
netra,1,3.2247919564926817
ar,3,2.747670701773019
satwa,1,3.2247919564926817
langka,1,3.2247919564926817
itn,1,3.2247919564926817
agen,1,3.2247919564926817
ftik,1,3.2247919564926817
angin,1,3.2247919564926817
iv,1,3.2247919564926817
al-barokah,1,3.2247919564926817
vuforia,1,3.2247919564926817
stt-pln,1,3.2247919564926817
m-commerce,1,3.2247919564926817
survei,1,3.2247919564926817
tcp,1,3.2247919564926817
futsal,1,3.2247919564926817
sequential,1,3.2247919564926817
balinese,1,3.2247919564926817
fruit,1,3.2247919564926817
yogya,1,3.2247919564926817
markerless,1,3.2247919564926817
rumus,1,3.2247919564926817
vuporia,1,3.2247919564926817
sdk,1,3.2247919564926817
brosur,1,3.2247919564926817
ktp,1,3.2247919564926817
marker,2,2.9237619608287004
hardware,1,3.2247919564926817
logo,1,3.2247919564926817
pemanfataan,1,3.2247919564926817
ukrida,1,3.2247919564926817
pkkmb,1,3.2247919564926817
metamorfosis,1,3.2247919564926817
serangga,1,3.2247919564926817
unipma,1,3.2247919564926817
fabel,1,3.2247919564926817
nopel,1,3.2247919564926817
kokun,1,3.2247919564926817
purbakala,1,3.2247919564926817
surya,1,3.2247919564926817
djarum,1,3.2247919564926817
lapis,1,3.2247919564926817
kabela,1,3.2247919564926817
bolaang,1,3.2247919564926817
mongondow,1,3.2247919564926817
sangir,1,3.2247919564926817
economics,1,3.2247919564926817
